,phrase,sentiment_values
25755,"Wallace gets the occasional bit heavy handed his message, and have us too many poetic wax visual talent for taste.",2
25756,"Deceiver does not do very well with the product, a remarkably strong cast.",2
25757,"Wraps itself in the guise of dark and quirky humor, but it is not as quirky as it thinks it is fun and is generally a mean-spirited.",2
25758,"Uncertain, extended documentary on the `Lifestyle. '",1
25759,"or in search of a plot to plunge the rumors in this psychological thriller, once one of the sloughs.",0
25760,"The film, pressure-famous Herzog tropics in the service of a clear and conventional historical fiction, when really what we require from the Director fascinated.",1
25761,It 's fanboy' what if? ',2
25762,brought to life on the big screen.,3
25763,The story itself is actually quite vapid .,1
25764,"It is a hellish, numbing experience to watch, and it does not prevent any insights that the media fully been discussed before, back in the mid Dahmer heyday - 90s.",1
25765,"Wait for Pay Per View or rent, but do not reject out of hand Barbershop.",2
25766,"A few zingers aside, writing indifferent, and Jordan Brady direction prose.",1
25767,"Each scene shoot, stressing obviously the feeling is slathered on top.",1
25768,"Would've been nice if the screenwriters had trusted audiences to understand a complex story, and left the movie's denouement predictable.",0
25769,Then Nadia's birthday might not have been such a bad day after all.,2
25770,"It produced a staggeringly well, desperately extravagant pictures that you keep a whooshing another visual marvel, urgently, emptily.",2
25771,"Nair simply does not have the necessary self-control to guide the loose, poorly structured film through the pitfalls of redundancy and incoherence.",0
25772,"Interest with body functions take the film concerns the current juvenile, Walt Becker film pushes buttons Comic work properly in all demographics.",3
25773,It 's the funniest American comedy from Graffiti Bridge.,4
25774,"Neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions, defined by childlike dimness and a handful of quirks.",1
25775,What begins as a possible Argentine American Beauty reeks like a room stacked with flowers caustic.,0
25776,The creators' s film project forgot to include something else halfway scary as they do not rejigger Fatal Attraction in a high school.,0
25777,"In old screenwriter language, Ms. Shreve's novel was too difficult a text to `lick,"" despite the efforts of a first-rate cast.",1
25778,Solondz may well be the only one laughing at his joke itself,1
25779,"Stitch is ill-mannered, a little ugly and destructive \ * \ * \ * \ *.",0
25780,"No nice factor here ... I have nothing against the fact that ugly; the problem is that there is no character, sympathetic or otherwise.",0
25781,"Deep down, I realized the harsh reality of my situation: I leave the theater with a I.Q. lower than when we came.",0
25782,Really funny fifteen short minutes outside of its long-length film almost filled.,2
25783,"From the film idiotically use the Internet feardotcom.com and improperly Hammy working poor Stephen Rea, the new ho film'ia despised him so much, making it almost impossible to see perhaps not.",0
25784,"This is bad, but certainly not unfounded entertainment.",1
25785,"With its 100-minute running time, you'll have to wait in vain for the film happen.",0
25786,A job that lacks both a goal and a strong impetus.,0
25787,The fast-paced family film.,3
25788,Upper Teens may get cynical.,1
25789,Small numbers will have kidlets.,3
25790,"Although this film has an 'A' list cast and a strong supporting players, history - as the central figure, Vivi - it's just a little hard to love.",1
25791,It is too bad road trip from drama turns.,0
25792,"Most fish news is a little peculiar, but this is one that should be thrown back into the river.",1
25793,"Needless everything for a long time as if Schwentke a gross-out quota for an expected audience demographic rather than shaping the material, the story was fit fulfilled.",2
25794,The film is about a deep sense.,1
25795,It 's fitfully funny but never really takes off.,2
25796,"I said: 'some of the worst singers turned actors, but Lil Bow Wow takes the cake.",1
25797,"Up to half of this figure I began to hate him, and, of course, feels guilty about that ... And then, wonder of wonders, the film does not flip-flop.",3
25798,"For all the problems, it's all surprisingly predictable.",2
25799,It 's 20 years from 48 til.,2
25800,"Eddie Murphy, was made movie star and the man has not aged a day.",3
25801,But his showboating wise-cracker stock person sure gets old.,2
25802,"Deuces Wild is a mark-up was tweaked it a camp adventure, 'This is not a good start to be a bad s the movie would have been.",2
25803,But it was not.,1
25804,For an action film about the Ultimate X is the giant screen film gabbiest never bogged down in an avalanche of hype.,1
25805,"... a low percentage Annie has a child who can not work, only echoes of Jordan, and weirdo actor Crispin Glover screwing things old school.",1
25806,"It may not be 1970 animation, but everything about it directly from the Saturday morning cartoons - a revamped story, bad writing, and the same old foolishness.",0
25807,"The picture appears it is not clear whether he would be sour All all-male About Eve or lush, swooning melodrama Fans strain.",1
25808,"A nearly 21 \ / 2 hours, the film is a very forgiving.",1
25809,"Gorgeous to look at, but unbearably tedious and turgid ... a strange uncomfortably epic.",1
25810,It seems that a lot more like a cartoon than at the end of The Simpsons has not.,2
25811,"With more stringent editorial process and firmer direction this material can work, especially since the actress in the lead roles are all more than competent, but as, Personal Velocity seems neutral idle.",1
25812,Not really add up to much.,1
25813,"It is more suitable for a good history and biography channel, there 'is N's claims the movie of tone - it will leave your mouth and bad taste in your mind of questions.",1
25814,entertainment so in love with the story of his overinflated that it no longer recognizes the needs of moviegoers with real characters and compelling plots.,1
25815,Prolonged extrusion psychopathic cellulose.,1
25816,in a manner that is simple and clear as most other film credit.,1
25817,It 's surprisingly easy despite the heavy doses of action and direction weird.,1
25818,"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '",0
25819,"The characters seem one-dimensional, but the film is superficial, is likely to be of interest primarily to its target audience.",1
